-89.85 -7 1920 1800 928 928
-81.23247	-0.11852 0	10000	10000	30	15	118	2500
-81.18477	-0.04182 0	10000	10000	30	15	118	2500
-79.97657	0.58478	20.9	10000	10000	30	15	118	23200
-79.92887	0.66148	20.5	10000	10000	30	15	118	23200
-79.88127	0.73818	19.6	10000	10000	30	15	118	23200
-79.83367	0.81488	18.2	10000	10000	30	15	118	23200
-79.78597	0.89158	16.7	10000	10000	30	15	118	23200
-79.73837	0.96828	15.3	10000	10000	30	15	118	23200
-79.69077	1.04498	14.1	10000	10000	30	15	118	23200
-79.64307	1.12168	13.3	10000	10000	30	15	118	23200
-79.59547	1.19838	12.7	10000	10000	30	15	118	23200
-79.54787	1.27508	12.2	10000	10000	30	15	118	23200
-79.50017	1.35178	11.9	10000	10000	30	15	118	23200
-79.45257	1.42848	11.7	10000	10000	30	15	118	23200
-79.40497	1.50518	11.5	10000	10000	30	15	118	23200
-79.35727	1.58188	11.1	10000	10000	30	15	118	23200
-79.30967	1.65858	10.7	10000	10000	30	15	118	23200
-79.26207	1.73528	9.9	10000	10000	30	15	118	23200
-79.21437	1.81188	8.8	10000	10000	30	15	118	23200
-79.16677	1.88858	7.3	10000	10000	30	15	118	23200
-79.11917	1.96528	5.5	10000	10000	30	15	118	23200
-79.07147	2.04198	3.7	10000	10000	30	15	118	23200
-79.02387	2.11868	2	10000	10000	30	15	118	23200
-78.97627	2.19538	0.8	10000	10000	30	15	118	23200
-78.92857	2.27208	0.4	10000	10000	30	15	118	23200
-78.88097	2.34878	0.8	10000	10000	30	15	118	23200
-78.83337	2.42548	2	10000	10000	30	15	118	23200
-78.78567	2.50218	3.9	10000	10000	30	15	118	23200
-78.73807	2.57888	6	10000	10000	30	15	118	23200
-78.69047	2.65558	8.2	10000	10000	30	15	118	23200
-78.64277	2.73228	10.1	10000	10000	30	15	118	23200
-78.59517	2.80898	11.6	10000	10000	30	15	118	23200
-78.54757	2.88568	12.6	10000	10000	30	15	118	23200
-78.49987	2.96228	13.1	10000	10000	30	15	118	23200
-78.45227	3.03898	13.2	10000	10000	30	15	118	23200
-78.40467	3.11568	12.9	10000	10000	30	15	118	23200
-78.35697	3.19238	12.3	10000	10000	30	15	118	23200
-78.30937	3.26908	11.4	10000	10000	30	15	118	23200
-78.26177	3.34578	10.4	10000	10000	30	15	118	23200
-78.21407	3.42248	9.3	10000	10000	30	15	118	23200
-78.16647	3.49918	8.1	10000	10000	30	15	118	23200
-78.11887	3.57588	6.9	10000	10000	30	15	118	23200
-78.07117	3.65258	5.7	10000	10000	30	15	118	23200
-78.02357	3.72928	4.5	10000	10000	30	15	118	23200
-77.97597	3.80598	3.3	10000	10000	30	15	118	25800
-80.56977	-0.53522	15.8	10000	10000	30	15	118	25800
-80.52207	-0.45852	17.7	10000	10000	30	15	118	25800
-80.47447	-0.38182	18.9	10000	10000	30	15	118	25800
-80.42687	-0.30512	19.1	10000	10000	30	15	118	25800
-80.37927	-0.22842	18.7	10000	10000	30	15	118	25800
-80.33157	-0.15172	17.9	10000	10000	30	15	118	25800
-80.28397	-0.07502	17	10000	10000	30	15	118	25800
-80.23637	0.00168	16.2	10000	10000	30	15	118	25800
-80.18867	0.07838	15.8	10000	10000	30	15	118	25800
-80.14107	0.15508	16	10000	10000	30	15	118	25800
-80.09337	0.23178	16.7	10000	10000	30	15	118	25800
-80.04577	0.30848	17.7	10000	10000	30	15	118	25800
-79.99817	0.38518	18.8	10000	10000	30	15	118	25800
-79.95057	0.46188	19.7	10000	10000	30	15	118	25800
-79.90287	0.53848	20.1	10000	10000	30	15	118	25800
-79.85527	0.61518	19.8	10000	10000	30	15	118	25800
-79.80767	0.69188	19	10000	10000	30	15	118	25800
-79.75997	0.76858	17.6	10000	10000	30	15	118	25800
-79.71237	0.84528	16.2	10000	10000	30	15	118	25800
-79.66477	0.92198	14.8	10000	10000	30	15	118	25800
-79.61707	0.99868	13.6	10000	10000	30	15	118	25800
-79.56947	1.07538	12.6	10000	10000	30	15	118	25800
-79.52187	1.15208	11.8	10000	10000	30	15	118	25800
-79.47417	1.22878	11.2	10000	10000	30	15	118	25800
-79.42657	1.30548	10.6	10000	10000	30	15	118	25800
-79.37897	1.38218	10	10000	10000	30	15	118	25800
-79.33127	1.45888	9.4	10000	10000	30	15	118	25800
-79.28367	1.53558	8.6	10000	10000	30	15	118	25800
-79.23607	1.61228	7.8	10000	10000	30	15	118	25800
-79.18837	1.68898	6.7	10000	10000	30	15	118	25800
-79.14077	1.76568	5.4	10000	10000	30	15	118	25800
-79.09317	1.84228	3.9	10000	10000	30	15	118	25800
-79.04547	1.91898	2.2	10000	10000	30	15	118	25800
-78.99787	1.99568	0.5	10000	10000	30	15	118	25800
-78.95027	2.07238	0	10000	10000	30	15	118	25800
-78.90257	2.14908	0	10000	10000	30	15	118	25800
-78.85497	2.22578	0	10000	10000	30	15	118	25800
-78.80737	2.30248	0	10000	10000	30	15	118	25800
-78.75967	2.37918	0.8	10000	10000	30	15	118	25800
-78.71207	2.45588	3	10000	10000	30	15	118	25800
-78.66447	2.53258	5.5	10000	10000	30	15	118	25800
-78.61677	2.60928	7.9	10000	10000	30	15	118	25800
-78.56917	2.68598	10	10000	10000	30	15	118	25800
-78.52157	2.76268	11.7	10000	10000	30	15	118	25800
-78.47387	2.83938	12.8	10000	10000	30	15	118	25800
-78.42627	2.91608	13.3	10000	10000	30	15	118	25800
-78.37867	2.99278	13.4	10000	10000	30	15	118	25800
-78.33097	3.06948	13.1	10000	10000	30	15	118	25800
-78.28337	3.14608	12.5	10000	10000	30	15	118	25800
-78.23577	3.22278	11.7	10000	10000	30	15	118	25800
-78.18807	3.29948	10.7	10000	10000	30	15	118	25800
-78.14047	3.37618	9.7	10000	10000	30	15	118	25800
-78.09287	3.45288	8.5	10000	10000	30	15	118	25800
-78.04517	3.52958	7.3	10000	10000	30	15	118	25800
-77.99757	3.60628	6	10000	10000	30	15	118	25800
-77.94997	3.68298	4.8	10000	10000	30	15	118	25800
-77.90227	3.75968	3.6	10000	10000	30	15	118	28400
-80.49617	-0.58152	12.4	10000	10000	30	15	118	28400
-80.44847	-0.50482	14.9	10000	10000	30	15	118	28400
-80.40087	-0.42812	16.7	10000	10000	30	15	118	28400
-80.35327	-0.35142	17.6	10000	10000	30	15	118	28400
-80.30557	-0.27472	17.8	10000	10000	30	15	118	28400
-80.25797	-0.19802	17.3	10000	10000	30	15	118	28400
-80.21037	-0.12132	16.5	10000	10000	30	15	118	28400
-80.16267	-0.04462	15.8	10000	10000	30	15	118	28400
-80.11507	0.03208	15.4	10000	10000	30	15	118	28400
-80.06747	0.10878	15.3	10000	10000	30	15	118	28400
-80.01977	0.18548	15.7	10000	10000	30	15	118	28400
-79.97217	0.26218	16.5	10000	10000	30	15	118	28400
-79.92457	0.33888	17.4	10000	10000	30	15	118	28400
-79.87687	0.41558	18.1	10000	10000	30	15	118	28400
-79.82927	0.49228	18.4	10000	10000	30	15	118	28400
-79.78167	0.56898	18.1	10000	10000	30	15	118	28400
-79.73397	0.64558	17.2	10000	10000	30	15	118	28400
-79.68637	0.72228	15.9	10000	10000	30	15	118	28400
-79.63877	0.79898	14.5	10000	10000	30	15	118	28400
-79.59107	0.87568	13.2	10000	10000	30	15	118	28400
-79.54347	0.95238	12.1	10000	10000	30	15	118	28400
-79.49587	1.02908	11.1	10000	10000	30	15	118	28400
-79.44817	1.10578	10.2	10000	10000	30	15	118	28400
-79.40057	1.18248	9.4	10000	10000	30	15	118	28400
-79.35297	1.25918	8.7	10000	10000	30	15	118	28400
-79.30527	1.33588	7.8	10000	10000	30	15	118	28400
-79.25767	1.41258	6.9	10000	10000	30	15	118	28400
-79.21007	1.48928	5.8	10000	10000	30	15	118	28400
-79.16237	1.56598	4.6	10000	10000	30	15	118	28400
-79.11477	1.64268	3.3	10000	10000	30	15	118	28400
-79.06717	1.71938	1.9	10000	10000	30	15	118	28400
-79.01947	1.79608	0.5	10000	10000	30	15	118	28400
-78.97187	1.87268	0	10000	10000	30	15	118	28400
-78.92427	1.94938	0	10000	10000	30	15	118	28400
-78.87657	2.02608	0	10000	10000	30	15	118	28400
-78.82897	2.10278	0	10000	10000	30	15	118	28400
-78.78137	2.17948	0	10000	10000	30	15	118	28400
-78.73367	2.25618	0	10000	10000	30	15	118	28400
-78.68607	2.33288	0	10000	10000	30	15	118	28400
-78.63847	2.40958	2	10000	10000	30	15	118	28400
-78.59077	2.48628	4.6	10000	10000	30	15	118	28400
-78.54317	2.56298	7.1	10000	10000	30	15	118	28400
-78.49557	2.63968	9.2	10000	10000	30	15	118	28400
-78.44787	2.71638	10.9	10000	10000	30	15	118	28400
-78.40027	2.79308	11.9	10000	10000	30	15	118	28400
-78.35267	2.86978	12.4	10000	10000	30	15	118	28400
-78.30497	2.94648	12.5	10000	10000	30	15	118	28400
-78.25737	3.02318	12.3	10000	10000	30	15	118	28400
-78.20977	3.09988	11.8	10000	10000	30	15	118	28400
-78.16207	3.17648	11.1	10000	10000	30	15	118	28400
-78.11447	3.25318	10.3	10000	10000	30	15	118	28400
-78.06687	3.32988	9.3	10000	10000	30	15	118	28400
-78.01917	3.40658	8.2	10000	10000	30	15	118	28400
-77.97157	3.48328	7.1	10000	10000	30	15	118	28400
-77.92397	3.55998	5.9	10000	10000	30	15	118	28400
-77.87627	3.63668	4.7	10000	10000	30	15	118	28400
-77.82867	3.71338	3.6	10000	10000	30	15	118	31000
-80.42247	-0.62772	9	10000	10000	30	15	118	31000
-80.37487	-0.55102	11.9	10000	10000	30	15	118	31000
-80.32727	-0.47442	14.2	10000	10000	30	15	118	31000
-80.27957	-0.39772	15.6	10000	10000	30	15	118	31000
-80.23197	-0.32102	16.1	10000	10000	30	15	118	31000
-80.18437	-0.24432	16	10000	10000	30	15	118	31000
-80.13667	-0.16762	15.4	10000	10000	30	15	118	31000
-80.08907	-0.09092	14.8	10000	10000	30	15	118	31000
-80.04147	-0.01422	14.3	10000	10000	30	15	118	31000
-79.99377	0.06248	14.2	10000	10000	30	15	118	31000
-79.94617	0.13918	14.4	10000	10000	30	15	118	31000
-79.89857	0.21588	14.9	10000	10000	30	15	118	31000
-79.85087	0.29258	15.5	10000	10000	30	15	118	31000
-79.80327	0.36928	15.9	10000	10000	30	15	118	31000
-79.75567	0.44598	16	10000	10000	30	15	118	31000
-79.70797	0.52268	15.6	10000	10000	30	15	118	31000
-79.66037	0.59938	14.7	10000	10000	30	15	118	31000
-79.61277	0.67598	13.5	10000	10000	30	15	118	31000
-79.56507	0.75268	12.2	10000	10000	30	15	118	31000
-79.51747	0.82938	11	10000	10000	30	15	118	31000
-79.46987	0.90608	9.9	10000	10000	30	15	118	31000
-79.42217	0.98278	9	10000	10000	30	15	118	31000
-79.37457	1.05948	8.2	10000	10000	30	15	118	31000
-79.32697	1.13618	7.4	10000	10000	30	15	118	31000
-79.27927	1.21288	6.5	10000	10000	30	15	118	31000
-79.23167	1.28958	5.6	10000	10000	30	15	118	31000
-79.18407	1.36628	4.5	10000	10000	30	15	118	31000
-79.13637	1.44298	3.2	10000	10000	30	15	118	31000
-79.08877	1.51968	1.8	10000	10000	30	15	118	31000
-79.04117	1.59638	0.4	10000	10000	30	15	118	31000
-78.99347	1.67308	0	10000	10000	30	15	118	31000
-78.94587	1.74978	0	10000	10000	30	15	118	31000
-78.89827	1.82648	0	10000	10000	30	15	118	31000
-78.85057	1.90318	0	10000	10000	30	15	118	31000
-78.80297	1.97978	0	10000	10000	30	15	118	31000
-78.75537	2.05648	0	10000	10000	30	15	118	31000
-78.70767	2.13318	0	10000	10000	30	15	118	31000
-78.66007	2.20988	0	10000	10000	30	15	118	31000
-78.61247	2.28658	0	10000	10000	30	15	118	31000
-78.56477	2.36328	1.1	10000	10000	30	15	118	31000
-78.51717	2.43998	3.6	10000	10000	30	15	118	31000
-78.46957	2.51668	5.9	10000	10000	30	15	118	31000
-78.42187	2.59338	7.8	10000	10000	30	15	118	31000
-78.37427	2.67008	9.3	10000	10000	30	15	118	31000
-78.32667	2.74678	10.1	10000	10000	30	15	118	31000
-78.27897	2.82348	10.5	10000	10000	30	15	118	31000
-78.23137	2.90018	10.6	10000	10000	30	15	118	31000
-78.18377	2.97688	10.4	10000	10000	30	15	118	31000
-78.13607	3.05358	10.1	10000	10000	30	15	118	31000
-78.08847	3.13028	9.6	10000	10000	30	15	118	31000
-78.04087	3.20688	9	10000	10000	30	15	118	31000
-77.99317	3.28358	8.2	10000	10000	30	15	118	31000
-77.94557	3.36028	7.3	10000	10000	30	15	118	31000
-77.89797	3.43698	6.3	10000	10000	30	15	118	31000
-77.85027	3.51368	5.3	10000	10000	30	15	118	31000
-77.80267	3.59038	4.2	10000	10000	30	15	118	31000
-77.75507	3.66708	3.2	10000	10000	30	15	118	33600
-80.34887	-0.67402	6.1	10000	10000	30	15	118	33600
-80.30127	-0.59732	9.1	10000	10000	30	15	118	33600
-80.25357	-0.52062	11.5	10000	10000	30	15	118	33600
-80.20597	-0.44402	13.1	10000	10000	30	15	118	33600
-80.15837	-0.36732	13.8	10000	10000	30	15	118	33600
-80.11067	-0.29062	13.9	10000	10000	30	15	118	33600
-80.06307	-0.21392	13.6	10000	10000	30	15	118	33600
-80.01547	-0.13722	13.1	10000	10000	30	15	118	33600
-79.96777	-0.06052	12.8	10000	10000	30	15	118	33600
-79.92017	0.01618	12.6	10000	10000	30	15	118	33600
-79.87257	0.09288	12.6	10000	10000	30	15	118	33600
-79.82487	0.16958	12.9	10000	10000	30	15	118	33600
-79.77727	0.24628	13.2	10000	10000	30	15	118	33600
-79.72967	0.32298	13.3	10000	10000	30	15	118	33600
-79.68197	0.39968	13.2	10000	10000	30	15	118	33600
-79.63437	0.47638	12.7	10000	10000	30	15	118	33600
-79.58677	0.55308	11.8	10000	10000	30	15	118	33600
-79.53907	0.62978	10.6	10000	10000	30	15	118	33600
-79.49147	0.70648	9.5	10000	10000	30	15	118	33600
-79.44387	0.78318	8.4	10000	10000	30	15	118	33600
-79.39617	0.85978	7.5	10000	10000	30	15	118	33600
-79.34857	0.93648	6.8	10000	10000	30	15	118	33600
-79.30097	1.01318	6	10000	10000	30	15	118	33600
-79.25327	1.08988	5.3	10000	10000	30	15	118	33600
-79.20567	1.16658	4.4	10000	10000	30	15	118	33600
-79.15807	1.24328	3.5	10000	10000	30	15	118	33600
-79.11037	1.31998	2.4	10000	10000	30	15	118	33600
-79.06277	1.39668	1.2	10000	10000	30	15	118	33600
-79.01517	1.47338	0	10000	10000	30	15	118	33600
-78.96747	1.55008	0	10000	10000	30	15	118	33600
-78.91987	1.62678	0	10000	10000	30	15	118	33600
-78.87227	1.70348	0	10000	10000	30	15	118	33600
-78.82457	1.78018	0	10000	10000	30	15	118	33600
-78.77697	1.85688	0	10000	10000	30	15	118	33600
-78.72937	1.93358	0	10000	10000	30	15	118	33600
-78.68167	2.01018	0	10000	10000	30	15	118	33600
-78.63407	2.08688	0	10000	10000	30	15	118	33600
-78.58647	2.16358	0	10000	10000	30	15	118	33600
-78.53877	2.24028	0	10000	10000	30	15	118	33600
-78.49117	2.31698	0.7	10000	10000	30	15	118	33600
-78.44357	2.39368	2.6	10000	10000	30	15	118	33600
-78.39587	2.47038	4.4	10000	10000	30	15	118	33600
-78.34827	2.54708	6	10000	10000	30	15	118	33600
-78.30067	2.62378	7.1	10000	10000	30	15	118	33600
-78.25297	2.70048	7.7	10000	10000	30	15	118	33600
-78.20537	2.77718	7.8	10000	10000	30	15	118	33600
-78.15777	2.85388	7.7	10000	10000	30	15	118	33600
-78.11007	2.93058	7.7	10000	10000	30	15	118	33600
-78.06247	3.00728	7.7	10000	10000	30	15	118	33600
-78.01487	3.08398	7.5	10000	10000	30	15	118	33600
-77.96717	3.16068	7.2	10000	10000	30	15	118	33600
-77.91957	3.23738	6.6	10000	10000	30	15	118	33600
-77.87197	3.31398	5.9	10000	10000	30	15	118	33600
-77.82427	3.39068	5	10000	10000	30	15	118	33600
-77.77667	3.46738	4.1	10000	10000	30	15	118	33600
-77.72907	3.54408	3.3	10000	10000	30	15	118	33600
-77.68137	3.62078	2.6	10000	10000	30	15	118	36100
-80.27527	-0.72032	3.8	10000	10000	30	15	118	36100
-80.22757	-0.64362	6.6	10000	10000	30	15	118	36100
-80.17997	-0.56692	8.8	10000	10000	30	15	118	36100
-80.13237	-0.49022	10.4	10000	10000	30	15	118	36100
-80.08467	-0.41352	11.1	10000	10000	30	15	118	36100
-80.03707	-0.33692	11.2	10000	10000	30	15	118	36100
-79.98947	-0.26022	11	10000	10000	30	15	118	36100
-79.94177	-0.18352	10.8	10000	10000	30	15	118	36100
-79.89417	-0.10682	10.6	10000	10000	30	15	118	36100
-79.84657	-0.03012	10.5	10000	10000	30	15	118	36100
-79.79887	0.04658	10.6	10000	10000	30	15	118	36100
-79.75127	0.12328	10.6	10000	10000	30	15	118	36100
-79.70367	0.19998	10.6	10000	10000	30	15	118	36100
-79.65597	0.27668	10.5	10000	10000	30	15	118	36100
-79.60837	0.35338	10.2	10000	10000	30	15	118	36100
-79.56077	0.43008	9.7	10000	10000	30	15	118	36100
-79.51307	0.50678	8.8	10000	10000	30	15	118	36100
-79.46547	0.58348	7.8	10000	10000	30	15	118	36100
-79.41787	0.66018	6.7	10000	10000	30	15	118	36100
-79.37017	0.73688	5.9	10000	10000	30	15	118	36100
-79.32257	0.81348	5.2	10000	10000	30	15	118	36100
-79.27497	0.89018	4.6	10000	10000	30	15	118	36100
-79.22727	0.96688	4	10000	10000	30	15	118	36100
-79.17967	1.04358	3.4	10000	10000	30	15	118	36100
-79.13207	1.12028	2.6	10000	10000	30	15	118	36100
-79.08437	1.19698	1.8	10000	10000	30	15	118	36100
-79.03677	1.27368	1	10000	10000	30	15	118	36100
-78.98917	1.35038	0.1	10000	10000	30	15	118	36100
-78.94147	1.42708	0	10000	10000	30	15	118	36100
-78.89387	1.50378	0	10000	10000	30	15	118	36100
-78.84627	1.58048	0	10000	10000	30	15	118	36100
-78.79857	1.65718	0	10000	10000	30	15	118	36100
-78.75097	1.73388	0	10000	10000	30	15	118	36100
-78.70337	1.81058	0	10000	10000	30	15	118	36100
-78.65567	1.88728	0	10000	10000	30	15	118	36100
-78.60807	1.96398	0	10000	10000	30	15	118	36100
-78.56047	2.04068	0	10000	10000	30	15	118	36100
-78.51277	2.11728	0	10000	10000	30	15	118	36100
-78.46517	2.19398	0	10000	10000	30	15	118	36100
-78.41757	2.27068	0.5	10000	10000	30	15	118	36100
-78.36987	2.34738	1.6	10000	10000	30	15	118	36100
-78.32227	2.42408	2.8	10000	10000	30	15	118	36100
-78.27467	2.50078	3.9	10000	10000	30	15	118	36100
-78.22697	2.57748	4.8	10000	10000	30	15	118	36100
-78.17937	2.65418	5	10000	10000	30	15	118	36100
-78.13177	2.73088	4.7	10000	10000	30	15	118	36100
-78.08407	2.80758	4.5	10000	10000	30	15	118	36100
-78.03647	2.88428	4.6	10000	10000	30	15	118	36100
-77.98887	2.96098	4.8	10000	10000	30	15	118	36100
-77.94117	3.03768	4.9	10000	10000	30	15	118	36100
-77.89357	3.11438	4.9	10000	10000	30	15	118	36100
-77.84597	3.19108	4.7	10000	10000	30	15	118	36100
-77.79827	3.26778	4.1	10000	10000	30	15	118	36100
-77.75067	3.34438	3.3	10000	10000	30	15	118	36100
-77.70307	3.42108	2.6	10000	10000	30	15	118	36100
-77.65537	3.49778	2.1	10000	10000	30	15	118	36100
-77.60777	3.57448	1.7	10000	10000	30	15	118	38700
-80.20157	-0.76662	2.1	10000	10000	30	15	118	38700
-80.15397	-0.68992	4.4	10000	10000	30	15	118	38700
-80.10637	-0.61322	6.3	10000	10000	30	15	118	38700
-80.05867	-0.53652	7.5	10000	10000	30	15	118	38700
-80.01107	-0.45982	7.9	10000	10000	30	15	118	38700
-79.96347	-0.38312	7.8	10000	10000	30	15	118	38700
-79.91577	-0.30652	7.8	10000	10000	30	15	118	38700
-79.86817	-0.22982	7.9	10000	10000	30	15	118	38700
-79.82057	-0.15312	7.9	10000	10000	30	15	118	38700
-79.77287	-0.07642	8	10000	10000	30	15	118	38700
-79.72527	0.00028	8.1	10000	10000	30	15	118	38700
-79.67767	0.07698	8	10000	10000	30	15	118	38700
-79.62997	0.15368	7.8	10000	10000	30	15	118	38700
-79.58237	0.23038	7.4	10000	10000	30	15	118	38700
-79.53477	0.30708	7.1	10000	10000	30	15	118	38700
-79.48707	0.38378	6.6	10000	10000	30	15	118	38700
-79.43947	0.46048	5.9	10000	10000	30	15	118	38700
-79.39187	0.53718	5	10000	10000	30	15	118	38700
-79.34417	0.61388	4.2	10000	10000	30	15	118	38700
-79.29657	0.69058	3.6	10000	10000	30	15	118	38700
-79.24897	0.76728	3.2	10000	10000	30	15	118	38700
-79.20127	0.84398	2.8	10000	10000	30	15	118	38700
-79.15367	0.92068	2.3	10000	10000	30	15	118	38700
-79.10607	0.99728	1.8	10000	10000	30	15	118	38700
-79.05837	1.07398	1.3	10000	10000	30	15	118	38700
-79.01077	1.15068	0.8	10000	10000	30	15	118	38700
-78.96317	1.22738	0.3	10000	10000	30	15	118	38700
-78.91547	1.30408	0	10000	10000	30	15	118	38700
-78.86787	1.38078	0	10000	10000	30	15	118	38700
-78.82027	1.45748	0	10000	10000	30	15	118	38700
-78.77257	1.53418	0	10000	10000	30	15	118	38700
-78.72497	1.61088	0	10000	10000	30	15	118	38700
-78.67737	1.68758	0	10000	10000	30	15	118	38700
-78.62967	1.76428	0	10000	10000	30	15	118	38700
-78.58207	1.84098	0	10000	10000	30	15	118	38700
-78.53447	1.91768	0	10000	10000	30	15	118	38700
-78.48677	1.99438	0	10000	10000	30	15	118	38700
-78.43917	2.07108	0	10000	10000	30	15	118	38700
-78.39157	2.14768	0	10000	10000	30	15	118	38700
-78.34387	2.22438	0.3	10000	10000	30	15	118	38700
-78.29627	2.30108	0.7	10000	10000	30	15	118	38700
-78.24867	2.37778	1.3	10000	10000	30	15	118	38700
-78.20097	2.45448	2.1	10000	10000	30	15	118	38700
-78.15337	2.53118	2.6	10000	10000	30	15	118	38700
-78.10577	2.60788	2.5	10000	10000	30	15	118	38700
-78.05807	2.68458	2.1	10000	10000	30	15	118	38700
-78.01047	2.76128	1.9	10000	10000	30	15	118	38700
-77.96287	2.83798	2.1	10000	10000	30	15	118	38700
-77.91517	2.91468	2.4	10000	10000	30	15	118	38700
-77.86757	2.99138	2.5	10000	10000	30	15	118	38700
-77.81997	3.06808	2.7	10000	10000	30	15	118	38700
-77.77227	3.14478	2.7	10000	10000	30	15	118	38700
-77.72467	3.22148	2.3	10000	10000	30	15	118	38700
-77.67707	3.29818	1.7	10000	10000	30	15	118	38700
-77.62937	3.37488	1.2	10000	10000	30	15	118	38700
-77.58177	3.45148	1	10000	10000	30	15	118	38700
-77.53417	3.52818	0.9	10000	10000	30	15	118	41300
-80.12797	-0.81292	0.9	10000	10000	30	15	118	41300
-80.08037	-0.73622	2.6	10000	10000	30	15	118	41300
-80.03267	-0.65952	4	10000	10000	30	15	118	41300
-79.98507	-0.58282	4.7	10000	10000	30	15	118	41300
-79.93747	-0.50612	4.6	10000	10000	30	15	118	41300
-79.88977	-0.42942	4.3	10000	10000	30	15	118	41300
-79.84217	-0.35272	4.4	10000	10000	30	15	118	41300
-79.79457	-0.27612	4.7	10000	10000	30	15	118	41300
-79.74687	-0.19942	5	10000	10000	30	15	118	41300
-79.69927	-0.12272	5.2	10000	10000	30	15	118	41300
-79.65167	-0.04602	5.5	10000	10000	30	15	118	41300
-79.60397	0.03068	5.4	10000	10000	30	15	118	41300
-79.55637	0.10738	4.9	10000	10000	30	15	118	41300
-79.50877	0.18408	4.4	10000	10000	30	15	118	41300
-79.46107	0.26078	4.1	10000	10000	30	15	118	41300
-79.41347	0.33748	3.9	10000	10000	30	15	118	41300
-79.36587	0.41418	3.4	10000	10000	30	15	118	41300
-79.31817	0.49088	2.8	10000	10000	30	15	118	41300
-79.27057	0.56758	2.1	10000	10000	30	15	118	41300
-79.22297	0.64428	1.8	10000	10000	30	15	118	41300
-79.17527	0.72098	1.6	10000	10000	30	15	118	41300
-79.12767	0.79768	1.4	10000	10000	30	15	118	41300
-79.08007	0.87438	1.1	10000	10000	30	15	118	41300
-79.03237	0.95108	0.7	10000	10000	30	15	118	41300
-78.98477	1.02768	0.4	10000	10000	30	15	118	41300
-78.93717	1.10438	0.2	10000	10000	30	15	118	41300
-78.88947	1.18108	0.1	10000	10000	30	15	118	41300
-78.84187	1.25778	0	10000	10000	30	15	118	41300
-78.79427	1.33448	0	10000	10000	30	15	118	41300
-78.74657	1.41118	0	10000	10000	30	15	118	41300
-78.69897	1.48788	0	10000	10000	30	15	118	41300
-78.65137	1.56458	0	10000	10000	30	15	118	41300
-78.60367	1.64128	0	10000	10000	30	15	118	41300
-78.55607	1.71798	0	10000	10000	30	15	118	41300
-78.50847	1.79468	0	10000	10000	30	15	118	41300
-78.46077	1.87138	0	10000	10000	30	15	118	41300
-78.41317	1.94808	0	10000	10000	30	15	118	41300
-78.36557	2.02478	0	10000	10000	30	15	118	41300
-78.31787	2.10148	0	10000	10000	30	15	118	41300
-78.27027	2.17818	0.1	10000	10000	30	15	118	41300
-78.22267	2.25478	0.2	10000	10000	30	15	118	41300
-78.17497	2.33148	0.4	10000	10000	30	15	118	41300
-78.12737	2.40818	0.8	10000	10000	30	15	118	41300
-78.07977	2.48488	1	10000	10000	30	15	118	41300
-78.03207	2.56158	0.9	10000	10000	30	15	118	41300
-77.98447	2.63828	0.6	10000	10000	30	15	118	41300
-77.93687	2.71498	0	10000	10000	30	15	118	41300
-77.88917	2.79168	0.6	10000	10000	30	15	118	41300
-77.84157	2.86838	0	10000	10000	30	15	118	41300
-77.79397	2.94508	0.9	10000	10000	30	15	118	41300
-77.74627	3.02178	1.1	10000	10000	30	15	118	41300
-77.69867	3.09848	0	10000	10000	30	15	118	41300
-77.65107	3.17518	1	10000	10000	30	15	118	41300
-77.60337	3.25188	0.6	10000	10000	30	15	118	41300
-77.55577	3.32858	0.4	10000	10000	30	15	118	41300
-77.50817	3.40528	0.3	10000	10000	30	15	118	41300
-77.46047	3.48188	0.3	10000	10000	30	15	118	43900
-80.05437	-0.85922	0.3	10000	10000	30	15	118	43900
-80.00667	-0.78252	1.3	10000	10000	30	15	118	43900
-79.95907	-0.70582	2.1	10000	10000	30	15	118	43900
-79.91147	-0.62912	2.3	10000	10000	30	15	118	43900
-79.86377	-0.55242	2	10000	10000	30	15	118	43900
-79.81617	-0.47572	1.7	10000	10000	30	15	118	43900
-79.76857	-0.39902	1.8	10000	10000	30	15	118	43900
-79.72087	-0.32232	2.1	10000	10000	30	15	118	43900
-79.67327	-0.24562	2.4	10000	10000	30	15	118	43900
-79.62567	-0.16902	2.7	10000	10000	30	15	118	43900
-79.57797	-0.09232	3	10000	10000	30	15	118	43900
-79.53037	-0.01562	2.9	10000	10000	30	15	118	43900
-79.48277	0.06108	2.4	10000	10000	30	15	118	43900
-79.43507	0.13778	1.9	10000	10000	30	15	118	43900
-79.38747	0.21448	1.7	10000	10000	30	15	118	43900
-79.33987	0.29118	1.8	10000	10000	30	15	118	43900
-79.29217	0.36788	1.6	10000	10000	30	15	118	43900
-79.24457	0.44458	1.1	10000	10000	30	15	118	43900
-79.19697	0.52128	0.7	10000	10000	30	15	118	43900
-79.14927	0.59798	0.6	10000	10000	30	15	118	43900
-79.10167	0.67468	0.6	10000	10000	30	15	118	43900
-79.05407	0.75138	0.5	10000	10000	30	15	118	43900
-79.00637	0.82808	0.4	10000	10000	30	15	118	43900
-78.95877	0.90478	0.2	10000	10000	30	15	118	43900
-78.91117	0.98148	0.1	10000	10000	30	15	118	43900
-78.86347	1.05808	0	10000	10000	30	15	118	43900
